Id,Source,Site name,Address,Zip,Phone,Fax,Program Name,Length of Day,IDHS Provider ID,Agency,Neighborhood,Funded Enrollment,Program Option,Number per Site EHS,Number per Site HS,Director,Head Start Fund,Eearly Head Start Fund,CC fund,Progmod,Website,Executive Director,Center Director,ECE Available Programs,NAEYC Valid Until,NAEYC Program Id,Email Address,Ounce of Prevention Description,Purple binder service type,Column,Column2
1395,chapin_dfss_providers_2011_070212.csv,ADA S. MCKINLEY COMMUNITY SERVICES MCKINLEY-ROSELAND,11410 S EDBROOKE ,60628,4681918,,,,,,,ADA S. MCKINLEY COMMUNITY SERVICES,ROSELAND,,,,,Anna Luna,Yes,No,No,7021PS(HS Collaboration with Childcare),,,,,,,,,
1396,chapin_dfss_providers_2011_070212.csv,ADA S. MCKINLEY COMMUNITY SERVICES MCKINLEY-TRUMBULL PARK,10530 S OGLESBY ,60617,9785341,,,,,,,ADA S. MCKINLEY COMMUNITY SERVICES,SOUTH DEERING,,,,,Damita Brown,Yes,No,No,7051PS(HS Collaboration with Childcare),,,,,,,,,
1397,chapin_dfss_providers_2011_070212.csv,ADA S. MCKINLEY COMMUNITY SERVICES MCKINLEY-WRIGHT RENAISSANCE,7939 S WESTERN ,60620,4768805,,,,,,,ADA S. MCKINLEY COMMUNITY SERVICES,ASHBURN,,,,,Corllis Wright,Yes,Yes,Yes,"2708IT(Child Care IT Center), 2708PS(Child Care PS Center &",,,,,,,,,
1398,chapin_dfss_providers_2011_070212.csv,ADA S. MCKINLEY COMMUNITY SERVICES MONTESSORI ACADEMY,11025 S HALSTED AVE ,60628,2810069,,,,,,,ADA S. MCKINLEY COMMUNITY SERVICES,ROSELAND,,,,,,Yes,No,No,,,,,,,,,,
1399,chapin_dfss_providers_2011_070212.csv,ADA S. MCKINLEY COMMUNITY SERVICES STEPPING STONES CCC,1300 E 75TH ST ,60619,4930000,,,,,,,ADA S. MCKINLEY COMMUNITY SERVICES,SOUTH SHORE,,,,,Dr. Jones,Yes,No,No,,,,,,,,,,
1400,chapin_dfss_providers_2011_070212.csv,ALBANY PARK COMMUNITY CENTER AINSLIE,3401 W AINSLIE ,60625,5395907,,,,,,,ALBANY PARK COMMUNITY CENTER,ALBANY PARK,,,,,John DeJulio,No,No,No,"2502PS(Child Care PS Center & State Pre-K), 2502SA(School Ag",,,,,,,,,
1401,chapin_dfss_providers_2011_070212.csv,ALBANY PARK COMMUNITY CENTER KIMBALL,5121 N KIMBALL ,60625,5095657,,,,,,,ALBANY PARK COMMUNITY CENTER,NORTH PARK,,,,,Amy Labb,Yes,No,No,"3006HD(HS AM), 3007HD(HS PM), 6001IT(EHS), 2498PS(Child Care",,,,,,,,,
1402,chapin_dfss_providers_2011_070212.csv,APPEAL FOR CHARITIES AND GOODWILL APPEALS FOR CHARITIES,50 W 71ST ST ,60621,6515400,,,,,,,APPEAL FOR CHARITIES AND GOODWILL,GREATER GRAND CROSSING,,,,,Charlotte Osei-Bonsu,Yes,No,No,"4354IT(Child Care IT Center), 4354SA(School Age (SA)), 4354P",,,,,,,,,
1403,chapin_dfss_providers_2011_070212.csv,BBF FAMILY SERVICES BBF FAMILY SERVICE,1512 S PULASKI ,60623,2779582,,,,,,,BBF FAMILY SERVICES,NORTH LAWNDALE,,,,,,No,No,No,2616SA(School Age (SA)),,,,,,,,,
1404,chapin_dfss_providers_2011_070212.csv,BEACON THERAPEUTIC BEACON THERAPEUTIC,1912 W 103RD ST ,60643,2981243,,,,,,,BEACON THERAPEUTIC,BEVERLY,,,,,Susan Reyna-Guerrero,No,Yes,No,,,,,,,,,,
1405,chapin_dfss_providers_2011_070212.csv,BOARD TRUSTEES-CITY COLLEGES OF CHICAGO DALEY COLLEGE,7500 S PULASKI RD ,60652,8387562,,,,,,,BOARD TRUSTEES-CITY COLLEGES OF CHICAGO,WEST LAWN,,,,,Maria Sanchez,Yes,No,No,4387PS(Child Care PS Center & State Pre-K),,,,,,,,,
1406,chapin_dfss_providers_2011_070212.csv,BOARD TRUSTEES-CITY COLLEGES OF CHICAGO KENNEDY-KING COLLEGE,710 W 65TH BUILDING Z ,60621,6025481,,,,,,,BOARD TRUSTEES-CITY COLLEGES OF CHICAGO,ENGLEWOOD,,,,,Guadalupe Pacias,Yes,No,No,"7048PS(HS Collaboration with Childcare & PreK), 4384PS(Child",,,,,,,,,
1407,chapin_dfss_providers_2011_070212.csv,BOARD TRUSTEES-CITY COLLEGES OF CHICAGO MALCOLM X COLLEGE,1900 W VAN BUREN ,60612,8507176,,,,,,,BOARD TRUSTEES-CITY COLLEGES OF CHICAGO,NEAR WEST SIDE,,,,,Ereyne Weekes,Yes,No,No,"7025PS (HS Collaboration with Childcare & PreK), 4385PS(Chil",,,,,,,,,
1408,chapin_dfss_providers_2011_070212.csv,BOARD TRUSTEES-CITY COLLEGES OF CHICAGO OLIVE-HARVEY COLLEGE,10001 S WOODLAWN ,60628,2916317,,,,,,,BOARD TRUSTEES-CITY COLLEGES OF CHICAGO,PULLMAN,,,,,Tiffany Carter,Yes,No,No,7056PS(HS Collaboration with Childcare & PreK),,,,,,,,,
1409,chapin_dfss_providers_2011_070212.csv,BOARD TRUSTEES-CITY COLLEGES OF CHICAGO TRUMAN COLLEGE,1145 W WILSON AVE ,60640,8784740,,,,,,,BOARD TRUSTEES-CITY COLLEGES OF CHICAGO,UPTOWN,,,,,Judi Gibian-Mennenga,Yes,No,No,"7099PS(HS Collaboration with Childcare & PreK), 4386PS(Child",,,,,,,,,
1410,chapin_dfss_providers_2011_070212.csv,CAROLE ROBERTSON CENTER FOR LEARNING CAROLE  ROBERTSON CENTER-2929,2929 W 19TH ST ,60623,5211600,,,,,,,CAROLE ROBERTSON CENTER FOR LEARNING,SOUTH LAWNDALE,,,,,Ruby Walker,Yes,Yes,No,,,,,,,,,,
1411,chapin_dfss_providers_2011_070212.csv,CAROLE ROBERTSON CENTER FOR LEARNING CAROLE ROBERTSON CENTER - 3701(OGDEN),3701 W OGDEN ,60623,5228400,,,,,,,CAROLE ROBERTSON CENTER FOR LEARNING,NORTH LAWNDALE,,,,,Tracey Young,Yes,Yes,No,,,,,,,,,,
1412,chapin_dfss_providers_2011_070212.csv,CAROLE ROBERTSON CENTER FOR LEARNING CAROLE ROBERTSON CENTER-2020,2020 W ROOSEVELT RD ,60608,2437300,,,,,,,CAROLE ROBERTSON CENTER FOR LEARNING,NEAR WEST SIDE,,,,,Betty Lee,No,Yes,No,,,,,,,,,,
1413,chapin_dfss_providers_2011_070212.csv,CAROLE ROBERTSON CENTER FOR LEARNING FCCH-ANGELITA YUGSI,6447 S KNOX AVE ,60629,5211600,,,,,,,CAROLE ROBERTSON CENTER FOR LEARNING,CLEARING,,,,,Jolene Martin,Yes,No,No,"5931PS(HS Collaboration with Childcare Homes), 5931IP(EHS Co",,,,,,,,,
1414,chapin_dfss_providers_2011_070212.csv,CAROLE ROBERTSON CENTER FOR LEARNING FCCH-ARACELI BASILE,2124 N CENTRAL PARK AVE ,60647,5211600,,,,,,,CAROLE ROBERTSON CENTER FOR LEARNING,LOGAN SQUARE,,,,,Jolene Martin,Yes,No,No,"5900PS(HS Collaboration with Childcare Homes), 5900IP(EHS Co",,,,,,,,,
1415,chapin_dfss_providers_2011_070212.csv,CAROLE ROBERTSON CENTER FOR LEARNING FCCH-AURORA NUNEZ,2701 W 18TH ST ,60608,5211600,,,,,,,CAROLE ROBERTSON CENTER FOR LEARNING,NORTH LAWNDALE,,,,,Jolene Martin,Yes,Yes,No,"5615PS(HS Collaboration with Childcare Homes), 5615IP(EHS Co",,,,,,,,,
1416,chapin_dfss_providers_2011_070212.csv,CAROLE ROBERTSON CENTER FOR LEARNING FCCH-DARLENE MCGHEE,8055 S WOOD ,60620,9945193,,,,,,,CAROLE ROBERTSON CENTER FOR LEARNING,AUBURN GRESHAM,,,,,Jolene Martin,No,No,No,"6000PS(HS Collaboration with Childcare Homes), 6000IP(EHS Co",,,,,,,,,
1417,chapin_dfss_providers_2011_070212.csv,CAROLE ROBERTSON CENTER FOR LEARNING FCCH-DELONDIA MOTLEY,2252 S CENTRAL PARK AVE ,60623,5211600,,,,,,,CAROLE ROBERTSON CENTER FOR LEARNING,SOUTH LAWNDALE,,,,,Jolene Martin,No,No,No,"5617PS(HS Collaboration with Childcare Homes), 5617IP(EHS Co",,,,,,,,,
1418,chapin_dfss_providers_2011_070212.csv,CAROLE ROBERTSON CENTER FOR LEARNING FCCH-ILEANA GONZALEZ,4250 W 81ST ST ,60652,5211600,,,,,,,CAROLE ROBERTSON CENTER FOR LEARNING,ASHBURN,,,,,Jolene Martin,Yes,No,No,"5606PS(HS Collaboration with Childcare Homes), 5606IP(EHS Co",,,,,,,,,
1419,chapin_dfss_providers_2011_070212.csv,CAROLE ROBERTSON CENTER FOR LEARNING FCCH-KEMISHA ALLEN,6954 S FAIRFIELD ,60629,,,,,,,,CAROLE ROBERTSON CENTER FOR LEARNING,CHICAGO LAWN,,,,,Jolene Martin,No,No,No,5983PS(HS Collaboration with Childcare Homes),,,,,,,,,
1420,chapin_dfss_providers_2011_070212.csv,CAROLE ROBERTSON CENTER FOR LEARNING FCCH-LINDA LEWIS,7312 S SAINT LAWRENCE AVE ,60619,2437225,,,,,,,CAROLE ROBERTSON CENTER FOR LEARNING,GREATER GRAND CROSSING,,,,,Jolene Martin,Yes,No,No,"6100PS(HS Collaboration with Childcare Homes), 6100IP(EHS Co",,,,,,,,,
1421,chapin_dfss_providers_2011_070212.csv,CAROLE ROBERTSON CENTER FOR LEARNING FCCH-LUZ OROZCO,4546 W 67TH ST ,60629,,,,,,,,CAROLE ROBERTSON CENTER FOR LEARNING,WEST LAWN,,,,,Jolene Martin,Yes,No,No,"5975PS(HS Collaboration with Childcare Homes), 5975IP(EHS Co",,,,,,,,,
1422,chapin_dfss_providers_2011_070212.csv,CAROLE ROBERTSON CENTER FOR LEARNING FCCH-MAGDELENA ORTEGA,2318 S HOYNE ,60608,,,,,,,,CAROLE ROBERTSON CENTER FOR LEARNING,LOWER WEST SIDE,,,,,Jolene Martin,Yes,No,No,"5616PS(HS Collaboration with Childcare Homes), 5616IP(EHS Co",,,,,,,,,
1423,chapin_dfss_providers_2011_070212.csv,CAROLE ROBERTSON CENTER FOR LEARNING FCCH-MARIA CEPEDA,4500 S SAWYER AVE ,60632,,,,,,,,CAROLE ROBERTSON CENTER FOR LEARNING,BRIGHTON PARK,,,,,Jolene Martin,No,No,No,"5976PS(HS Collaboration with Childcare Homes), 5976IP(EHS Co",,,,,,,,,
1424,chapin_dfss_providers_2011_070212.csv,CAROLE ROBERTSON CENTER FOR LEARNING FCCH-MARIA FLORES,3443 W 71ST ,60629,5211600,,,,,,,CAROLE ROBERTSON CENTER FOR LEARNING,CHICAGO LAWN,,,,,Jolene Martin,Yes,Yes,No,"5605PS(HS Collaboration with Childcare Homes), 5605IP(EHS Co",,,,,,,,,
1425,chapin_dfss_providers_2011_070212.csv,CAROLE ROBERTSON CENTER FOR LEARNING FCCH-MARIBELLA RODRIGUEZ,1012 N KEDVALE ST ,60608,5211600,,,,,,,CAROLE ROBERTSON CENTER FOR LEARNING,HUMBOLDT PARK,,,,,Jolene Martin,Yes,No,No,"5618PS(HS Collaboration with Childcare Homes), 5618IP(EHS Co",,,,,,,,,
1426,chapin_dfss_providers_2011_070212.csv,CAROLE ROBERTSON CENTER FOR LEARNING FCCH-MARY MURPHY,5418 W JACKSON ST ,60644,5211600,,,,,,,CAROLE ROBERTSON CENTER FOR LEARNING,AUSTIN,,,,,Jolene Martin,No,No,No,"5614PS(HS Collaboration with Childcare Homes), 5614IP(EHS Co",,,,,,,,,
1427,chapin_dfss_providers_2011_070212.csv,CAROLE ROBERTSON CENTER FOR LEARNING FCCH-MICHELLE PADILLA,7973 S KOLIN AVE ,60652,5211600,,,,,,,CAROLE ROBERTSON CENTER FOR LEARNING,ASHBURN,,,,,Jolene Martin,Yes,No,No,"5899PS(HS Collaboration with Childcare Homes), 5899IP(EHS Co",,,,,,,,,
1428,chapin_dfss_providers_2011_070212.csv,CAROLE ROBERTSON CENTER FOR LEARNING FCCH-NORMA JACKSON,935 N MENARD ,60651,,,,,,,,CAROLE ROBERTSON CENTER FOR LEARNING,AUSTIN,,,,,Jolene Martin,Yes,Yes,No,"5897PS(HS Collaboration with Childcare Homes), 5897IP(EHS Co",,,,,,,,,
1429,chapin_dfss_providers_2011_070212.csv,CAROLE ROBERTSON CENTER FOR LEARNING FCCH-PATRICIA HERNANDEZ,4958 S RACINE AVE ,60609,5381198,,,,,,,CAROLE ROBERTSON CENTER FOR LEARNING,NEW CITY,,,,,Jolene Martin,Yes,No,No,"5958PS(HS Collaboration with Childcare Homes), 5958IP(EHS Co",,,,,,,,,
1430,chapin_dfss_providers_2011_070212.csv,CAROLE ROBERTSON CENTER FOR LEARNING FCCH-PATRICIA OROS,2826 W 40TH PL ,60623,5232223,,,,,,,CAROLE ROBERTSON CENTER FOR LEARNING,BRIGHTON PARK,,,,,Jolene Martin,Yes,No,No,"5954PS(HS Collaboration with Childcare Homes), 5954IP(EHS Co",,,,,,,,,
1431,chapin_dfss_providers_2011_070212.csv,CAROLE ROBERTSON CENTER FOR LEARNING FCCH-RHONDA CULVERSON,3826 W 85TH STREET ,60629,5211600,,,,,,,CAROLE ROBERTSON CENTER FOR LEARNING,ASHBURN,,,,,Jolene Martin,No,No,No,"5928PS(HS Collaboration with Childcare Homes), 5926IP(EHS Co",,,,,,,,,
1432,chapin_dfss_providers_2011_070212.csv,CAROLE ROBERTSON CENTER FOR LEARNING FCCH-ROBBIE ANTHONY,5916 W SUPERIOR ,60644,2974124,,,,,,,CAROLE ROBERTSON CENTER FOR LEARNING,AUSTIN,,,,,Jolene Martin,No,No,No,"6101PS(HS Collaboration with Childcare Homes), 6101IP(EHS Co",,,,,,,,,
1433,chapin_dfss_providers_2011_070212.csv,CAROLE ROBERTSON CENTER FOR LEARNING FCCH-SONIA ARBOLEDA,4748 S TRIPP ,60632,2511600,,,,,,,CAROLE ROBERTSON CENTER FOR LEARNING,ARCHER HEIGHTS,,,,,Jolene Martin,Yes,No,No,"5601PS(HS Collaboration with Childcare Homes), 5601IP(EHS Co",,,,,,,,,
1434,chapin_dfss_providers_2011_070212.csv,CAROLE ROBERTSON CENTER FOR LEARNING FCCH-SUSIE CANNON,5921 W RICE ,60651,3784342,,,,,,,CAROLE ROBERTSON CENTER FOR LEARNING,AUSTIN,,,,,Jolene Martin,Yes,Yes,No,"5904PS(HS Collaboration with Childcare Homes), 5904IP(EHS Co",,,,,,,,,
1435,chapin_dfss_providers_2011_070212.csv,CAROLE ROBERTSON CENTER FOR LEARNING FCCH-TITA JACKSON,604 E 88TH ST ,60619,8744913,,,,,,,CAROLE ROBERTSON CENTER FOR LEARNING,CHATHAM,,,,,Jolene Martin,Yes,No,No,5990PS(HS Collaboration with Childcare Homes),,,,,,,,,
1436,chapin_dfss_providers_2011_070212.csv,CAROLE ROBERTSON CENTER FOR LEARNING FCCH-TOSHA KELLY,8050 S HONORE ,60620,,,,,,,,CAROLE ROBERTSON CENTER FOR LEARNING,AUBURN GRESHAM,,,,,Jolene Martin,Yes,No,No,5984PS(HS Collaboration with Childcare Homes),,,,,,,,,
1437,chapin_dfss_providers_2011_070212.csv,CATHOLIC CHARITIES OF THE ARCHDIOCESE OF CHICAGO CHICAGO LAWN,3001 W 59TH ST ,60629,9251085,,,,,,,CATHOLIC CHARITIES OF THE ARCHDIOCESE OF CHICAGO,CHICAGO LAWN,,,,,Virginia Carrillo,Yes,No,No,7040PS(HS Collaboration with Childcare),,,,,,,,,
1438,chapin_dfss_providers_2011_070212.csv,CATHOLIC CHARITIES OF THE ARCHDIOCESE OF CHICAGO GRACE MISSION,5332 S WESTERN ,60609,4761990,,,,,,,CATHOLIC CHARITIES OF THE ARCHDIOCESE OF CHICAGO,GAGE PARK,,,,,Francine Johnson,Yes,No,Yes,"3416PS(HS Collaboration with Childcare & PreK), 2711PS(Child",,,,,,,,,
1439,chapin_dfss_providers_2011_070212.csv,CATHOLIC CHARITIES OF THE ARCHDIOCESE OF CHICAGO OUR LADY OF LOURDES,1449 S KEELER ,60623,5213126,,,,,,,CATHOLIC CHARITIES OF THE ARCHDIOCESE OF CHICAGO,NORTH LAWNDALE,,,,,Deborah O'Brien,Yes,No,Yes,"2488IT(Child Care IT Center), 7030PS(HS Collaboration with C",,,,,,,,,
1440,chapin_dfss_providers_2011_070212.csv,CATHOLIC CHARITIES OF THE ARCHDIOCESE OF CHICAGO OUR LADY OF TEPEYAC,2414 S ALBANY ,60623,2775888,,,,,,,CATHOLIC CHARITIES OF THE ARCHDIOCESE OF CHICAGO,SOUTH LAWNDALE,,,,,Petra Gutierrez,Yes,No,Yes,"2617SA(School Age (SA)), 4382PS(HS Collaboration with Childc",,,,,,,,,
1441,chapin_dfss_providers_2011_070212.csv,CATHOLIC CHARITIES OF THE ARCHDIOCESE OF CHICAGO ST. JOSEPH,4800 S PAULINA ,60609,9272524,,,,,,,CATHOLIC CHARITIES OF THE ARCHDIOCESE OF CHICAGO,NEW CITY,,,,,Janice  Williams,Yes,No,Yes,"2631SA(School Age (SA)), 7041PS(HS Collaboration with Childc",,,,,,,,,
1442,chapin_dfss_providers_2011_070212.csv,CENTERS FOR NEW HORIZONS ALTGELD I,941 E 132ND ST ,60627,4683055,,,,,,,CENTERS FOR NEW HORIZONS,RIVERDALE,,,,,Gloria Lawson,Yes,No,Yes,"4320IT(Child Care IT Center), 7044PS(HS Collaboration with C",,,,,,,,,
1443,chapin_dfss_providers_2011_070212.csv,CENTERS FOR NEW HORIZONS EFFIE ELLIS,4301 S COTTAGE GROVE ,60653,5489839,,,,,,,CENTERS FOR NEW HORIZONS,KENWOOD,,,,,Valerie Jones,Yes,No,Yes,"8012IT(Child Care IT Center), 7116PS(HS Collaboration with C",,,,,,,,,
1444,chapin_dfss_providers_2011_070212.csv,CENTERS FOR NEW HORIZONS IDA B. WELLS AT DAWSON,3901 S STATE ,60609,5367864,,,,,,,CENTERS FOR NEW HORIZONS,GRAND BOULEVARD,,,,,Carolyn Terry,Yes,No,No,"4391IT(Child Care IT Center), 4390PS(HS Collaboration with C",,,,,,,,,
1445,chapin_dfss_providers_2011_070212.csv,CHICAGO CHILD CARE SOCIETY CHICAGO CHILD CARE SOCIETY,5467 S UNIVERSITY AVE ,60615,6430452,,,,,,,CHICAGO CHILD CARE SOCIETY,HYDE PARK,,,,,Licia Palmore,No,Yes,No,,,,,,,,,,
1446,chapin_dfss_providers_2011_070212.csv,CHICAGO COMMONS ASSOCIATION A-Z MALL WORLD,2629 S LAWNDALE ,60623,,,,,,,,CHICAGO COMMONS ASSOCIATION,SOUTH LAWNDALE,,,,,,Yes,No,No,,,,,,,,,,
1447,chapin_dfss_providers_2011_070212.csv,CHICAGO COMMONS ASSOCIATION BETTY'S DAYCARE ACADEMY,5725 W CHICAGO AVE ,60651,2611433,,,,,,,CHICAGO COMMONS ASSOCIATION,AUSTIN,,,,,,Yes,No,No,,,,,,,,,,
1448,chapin_dfss_providers_2011_070212.csv,CHICAGO COMMONS ASSOCIATION CHICAGO URBAN DAYCARE,1248 W 69TH ST ,60636,4833555,,,,,,,CHICAGO COMMONS ASSOCIATION,WEST ENGLEWOOD,,,,,,Yes,No,No,,,,,,,,,,
1449,chapin_dfss_providers_2011_070212.csv,CHICAGO COMMONS ASSOCIATION CHILDREN'S WORLD,3356 S ASHLAND ,60609,5230100,,,,,,,CHICAGO COMMONS ASSOCIATION,MCKINLEY PARK,,,,,,Yes,No,No,,,,,,,,,,
1450,chapin_dfss_providers_2011_070212.csv,CHICAGO COMMONS ASSOCIATION COMPUTER PRESCHOOL ACADEMY,1400 W GARFIELD BLVD ,60609,6275000,,,,,,,CHICAGO COMMONS ASSOCIATION,NEW CITY,,,,,,Yes,No,No,,,,,,,,,,
1451,chapin_dfss_providers_2011_070212.csv,CHICAGO COMMONS ASSOCIATION DIVERSEY DAY CARE,3007 W DIVERSEY ,60647,3427777,,,,,,,CHICAGO COMMONS ASSOCIATION,LOGAN SQUARE,,,,,Alberta Varda,Yes,No,No,,,,,,,,,,
1452,chapin_dfss_providers_2011_070212.csv,CHICAGO COMMONS ASSOCIATION EYES ON THE FUTURE,6969 N RAVENSWOOD ,60626,9730771,,,,,,,CHICAGO COMMONS ASSOCIATION,ROGERS PARK,,,,,Azieb  Gebrehiiwet,Yes,No,No,,,,,,,,,,
1453,chapin_dfss_providers_2011_070212.csv,CHICAGO COMMONS ASSOCIATION GUADALUPANO FAMILY CENTER,1814 S PAULINA ,60608,6663883,,,,,,,CHICAGO COMMONS ASSOCIATION,LOWER WEST SIDE,,,,,Migdalia Young,Yes,No,Yes,"2613IT(Child Care IT Center), 3403PS(HS Collaboration with C",,,,,,,,,
1454,chapin_dfss_providers_2011_070212.csv,CHICAGO COMMONS ASSOCIATION JOYFUL NOISE DAY CARE,4843 W NORTH AVE ,60639,2525990,,,,,,,CHICAGO COMMONS ASSOCIATION,AUSTIN,,,,,Mary Gonzalez,Yes,No,No,,,,,,,,,,
1455,chapin_dfss_providers_2011_070212.csv,CHICAGO COMMONS ASSOCIATION JPE DAYCARE CENTER,8625 S COTTAGE GROVE ,60619,9941300,,,,,,,CHICAGO COMMONS ASSOCIATION,CHATHAM,,,,,Jackie Cuvington,No,No,No,,,,,,,,,,
1456,chapin_dfss_providers_2011_070212.csv,CHICAGO COMMONS ASSOCIATION KIDDIE GARDEN LITTLE ANGELS,4235 S KEDZIE AVE ,60632,3928199,,,,,,,CHICAGO COMMONS ASSOCIATION,BRIGHTON PARK,,,,,Angeles Nunez,Yes,No,No,,,,,,,,,,
1457,chapin_dfss_providers_2011_070212.csv,CHICAGO COMMONS ASSOCIATION KIMBALL DAY CARE,1636 N KIMBALL AVE ,60647,2357200,,,,,,,CHICAGO COMMONS ASSOCIATION,HUMBOLDT PARK,,,,,Alberta Varda,Yes,No,No,,,,,,,,,,
1458,chapin_dfss_providers_2011_070212.csv,CHICAGO COMMONS ASSOCIATION LITTLE PEOPLE'S DAY CARE,7428 N ROGERS AVE ,60626,7612305,,,,,,,CHICAGO COMMONS ASSOCIATION,ROGERS PARK,,,,,Marlene Bansa,Yes,No,No,,,,,,,,,,
1459,chapin_dfss_providers_2011_070212.csv,CHICAGO COMMONS ASSOCIATION LOS PEQUENOS ANGELITOS,3711 W 55TH ST ,60632,2237292,,,,,,,CHICAGO COMMONS ASSOCIATION,WEST ELSDON,,,,,Angeles Nunez,Yes,No,No,,,,,,,,,,
1460,chapin_dfss_providers_2011_070212.csv,CHICAGO COMMONS ASSOCIATION MY PRECIOUS LITTLE ANGELS,7012 W NORTH AVE ,60707,6371708,,,,,,,CHICAGO COMMONS ASSOCIATION,AUSTIN,,,,,Doris Gadberry,Yes,No,No,,,,,,,,,,
1461,chapin_dfss_providers_2011_070212.csv,CHICAGO COMMONS ASSOCIATION NIA FAMILY CENTER,744 N MONTICELLO ,60612,7220115,,,,,,,CHICAGO COMMONS ASSOCIATION,HUMBOLDT PARK,,,,,Sharon Gibson,Yes,No,Yes,"2633IT(Child Care IT Center), 3404PS(HS Collaboration with C",,,,,,,,,
1462,chapin_dfss_providers_2011_070212.csv,CHICAGO COMMONS ASSOCIATION PANDA MONTESSORI,6921 N RIDGE ,60645,3386755,,,,,,,CHICAGO COMMONS ASSOCIATION,ROGERS PARK,,,,,Angela Perry,Yes,No,No,,,,,,,,,,
1463,chapin_dfss_providers_2011_070212.csv,CHICAGO COMMONS ASSOCIATION PAULO FREIRE,1653 W 43RD ST ,60609,8266260,,,,,,,CHICAGO COMMONS ASSOCIATION,NEW CITY,,,,,Jenny Seacat,Yes,No,Yes,"2626IT(Child Care IT Center), 3402PS(HS Collaboration with C",,,,,,,,,
1464,chapin_dfss_providers_2011_070212.csv,CHICAGO COMMONS ASSOCIATION RAINBOW DAYCARE,3250 W IRVING PARK RD ,60618,4788182,,,,,,,CHICAGO COMMONS ASSOCIATION,IRVING PARK,,,,,James Limson,Yes,No,No,,,,,,,,,,
