"True Id","Id","Source","Site name","Address","Zip","Phone","Fax","Program Name","Length of Day","IDHS Provider ID","Agency","Neighborhood","Funded Enrollment","Program Option","Number per Site EHS","Number per Site HS","Director","Head Start Fund","Eearly Head Start Fund","CC fund","Progmod","Website","Executive Director","Center Director","ECE Available Programs","NAEYC Valid Until","NAEYC Program Id","Email Address","Ounce of Prevention Description","Purple binder service type","Column","Column2"
1447,248,"CPS_Early_Childhood_Portal_scrape.csv"," Passages Charter School","1447 W. Montrose ",,5491052,,"Community Partnerships","8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,
1500,34,"CPS_Early_Childhood_Portal_scrape.csv"," Marcy Newberry Association - New Birth","1500 W 69th St ",,4710699,,"Child Care","EXTENDED DAY",,,,,,,,,,,,,,,,,,,,,,,
1500,573,"CPS_Early_Childhood_Portal_scrape.csv"," Marcy Newberry Association - New Birth","1500 W 69th St ",,4710699,,"Head Start","HALF DAY/FULL DAY",,,,,,,,,,,,,,,,,,,,,,,
142060623,575,"CPS_Early_Childhood_Portal_scrape.csv"," Johnson","1504 S. Albany ",,5341833,,"Head Start","5-6 hours",,,,,,,,,,,,,,,,,,,,,,,
1507,1169,"CPS_Early_Childhood_Portal_scrape.csv"," Karen Cruz Children's Center - Karen Cruz Children's Center","1507 W Sunnyside Ave ",,7281777,,"School Age","PART DAY/FULL DAY",,,,,,,,,,,,,,,,,,,,,,,
1507,3160,"purple_binder_early_childhood.csv"," Greenview Children's Center","1507 W Sunnyside Avenue ",60640,7281777,,,,,,,,,,,,,,,,,,,,,,,,,,"Child Care"
1540,952,"CPS_Early_Childhood_Portal_scrape.csv"," Cuffe","1540 W. 84Th St. ",,5358250,,"Prekindergarten For All","3-4 hours",,,,,,,,,,,,,,,,,,,,,,,
1816,267,"CPS_Early_Childhood_Portal_scrape.csv"," Chicago International Charter Basil Campus","1816 W. Garfield Blvd. ",,8630652,,"Community Partnerships","8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,
1919,271,"CPS_Early_Childhood_Portal_scrape.csv"," Archdiocese of Chicago - St. Pius V","1919 S. Ashland ",,2261590,,"Community Partnerships","8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,
1946,612,"CPS_Early_Childhood_Portal_scrape.csv"," Henry Booth House - Kiddie Kottage","1946 W 87th St ",,2337292,,"Head Start","HALF DAY/FULL DAY",,,,,,,,,,,,,,,,,,,,,,,
1960,275,"CPS_Early_Childhood_Portal_scrape.csv"," New Zion Child Care Academy","1960 W. 13th St. ",,7331263,,"Community Partnerships","8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,
2106,280,"CPS_Early_Childhood_Portal_scrape.csv"," Loren Children's Learning Center, Inc.","2106 E. 79th St. ",,3569400,,"Community Partnerships","8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,
2145,284,"CPS_Early_Childhood_Portal_scrape.csv"," A Child's World Early Learning Center","2145 E. 83rd St. ",,9786598,,"Community Partnerships","8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,
2211,288,"CPS_Early_Childhood_Portal_scrape.csv"," Archdiocese of Chicago - St. Ann","2211 W. 18th Pl. ",,8294153,,"Community Partnerships","8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,
2221,627,"CPS_Early_Childhood_Portal_scrape.csv"," Paderewski","2221 S. Lawndale ",,5341821,,"Head Start","3-4 hours",,,,,,,,,,,,,,,,,,,,,,,
2257,290,"CPS_Early_Childhood_Portal_scrape.csv"," Ahadi Early Learning Center","2257 E. 71st St. ",,2517086,,"Community Partnerships","8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,
2317,980,"CPS_Early_Childhood_Portal_scrape.csv"," De La Cruz","2317 W. 23rd Pl. ",,5354585,,"Prekindergarten For All","3-4 hours",,,,,,,,,,,,,,,,,,,,,,,
2400,295,"CPS_Early_Childhood_Portal_scrape.csv"," Ada S. McKinley Trumball Park","2400 E. 105th St ",,9785341,,"Community Partnerships","8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,
2446,300,"CPS_Early_Childhood_Portal_scrape.csv"," Archdiocese of Chicago - Our Lady of Grace","2446 N. Ridgeway Ave. ",,3420170,,"Community Partnerships","8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,
2620,654,"CPS_Early_Childhood_Portal_scrape.csv"," Von Humboldt","2620 W. Hirsch St. ",,5344480,,"Head Start","5-6 hours",,,,,,,,,,,,,,,,,,,,,,,
2625,1189,"CPS_Early_Childhood_Portal_scrape.csv"," Hull House Association - Hull House School Age","2625 N Orchard St ",,5299730,,"School Age","PART DAY/FULL DAY",,,,,,,,,,,,,,,,,,,,,,,
2643,306,"CPS_Early_Childhood_Portal_scrape.csv"," Archdiocese of Chicago - St. Agnes of Bohemia","2643 S. Central Park Ave. ",,5220143,,"Community Partnerships","8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,
2718,84,"CPS_Early_Childhood_Portal_scrape.csv"," Easter Seals Society of Metropolitan Chicago - The Keeper's Inst.","2718 W 59th St ",,,,"Child Care","EXTENDED DAY",,,,,,,,,,,,,,,,,,,,,,,
2718,311,"CPS_Early_Childhood_Portal_scrape.csv"," Keeper?s Institute Infant/Child Care","2718 W. 59th St. ",,4348835,,"Community Partnerships","8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,
2718,663,"CPS_Early_Childhood_Portal_scrape.csv"," Easter Seals Society of Metropolitan Chicago - The Keeper's Inst.","2718 W 59th St ",,,,"Head Start","HALF DAY/FULL DAY",,,,,,,,,,,,,,,,,,,,,,,
2744,997,"CPS_Early_Childhood_Portal_scrape.csv"," McKinley Park","2744 W. Pershing Rd ",,5533661,,"Prekindergarten For All","3-4 hours",,,,,,,,,,,,,,,,,,,,,,,
2801,1194,"CPS_Early_Childhood_Portal_scrape.csv"," Boys and Girls Clubs of Chicago - Little Village","2801 S Ridgeway Ave ",,7626100,,"School Age","PART DAY/FULL DAY",,,,,,,,,,,,,,,,,,,,,,,
2814,668,"CPS_Early_Childhood_Portal_scrape.csv"," Henry Booth House - Whiz Kidz Learning Center","2814 W Marquette Rd ",,9252859,,"Head Start","HALF DAY/FULL DAY",,,,,,,,,,,,,,,,,,,,,,,
2820,670,"CPS_Early_Childhood_Portal_scrape.csv"," Onward Neighborhood House - Cozy Corner","2820 W North Ave ",,,,"Head Start","HALF DAY/FULL DAY",,,,,,,,,,,,,,,,,,,,,,,
2828,1000,"CPS_Early_Childhood_Portal_scrape.csv"," Barry","2828 N. Kilbourn ",,5343455,,"Prekindergarten For All","3-4 hours",,,,,,,,,,,,,,,,,,,,,,,
2828,1001,"CPS_Early_Childhood_Portal_scrape.csv"," Locke","2828 N. Oak Park Ave ",,5343300,,"Prekindergarten For All","3-4 hours",,,,,,,,,,,,,,,,,,,,,,,
2950,92,"CPS_Early_Childhood_Portal_scrape.csv"," Boys and Girls Clubs of Chicago - R.E. Woods","2950 W 25th St ",,8475172,,"Child Care","EXTENDED DAY",,,,,,,,,,,,,,,,,,,,,,,
2950,93,"CPS_Early_Childhood_Portal_scrape.csv"," Boys and Girls Clubs of Chicago - R.E. Woods","2950 W 25th St ",,8475172,,"Child Care","EXTENDED DAY",,,,,,,,,,,,,,,,,,,,,,,
2950,677,"CPS_Early_Childhood_Portal_scrape.csv"," Boys and Girls Clubs of Chicago - R.E. Woods","2950 W 25th St ",,8475172,,"Head Start","HALF DAY/FULL DAY",,,,,,,,,,,,,,,,,,,,,,,
2950,678,"CPS_Early_Childhood_Portal_scrape.csv"," Boys and Girls Clubs of Chicago - R.E. Woods","2950 W 25th St ",,8475172,,"Head Start","HALF DAY/FULL DAY",,,,,,,,,,,,,,,,,,,,,,,
2950,316,"CPS_Early_Childhood_Portal_scrape.csv"," Boys & Girls Clubs General R. E. Wood","2950 W. 25th Street ",,8475172,,"Community Partnerships","8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,
2950,2310,"ECE Chicago Find a School scrape.csv"," B & G Club General R.E. Wood","2950 W. 25th St ",60623,7627383,,,,,,"South Lawndale",,,,,,,,,,,,,"CP",,,,,,,
2957,679,"CPS_Early_Childhood_Portal_scrape.csv"," Schneider","2957 N. Hoyne ",,5345510,,"Head Start","5-6 hours",,,,,,,,,,,,,,,,,,,,,,,
3027,321,"CPS_Early_Childhood_Portal_scrape.csv"," Archdiocese of Chicago - St. Sylvester","3027 W. Palmer St. ",,7725222,,"Community Partnerships","8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,
3030,1008,"CPS_Early_Childhood_Portal_scrape.csv"," Miller","3030 W. Harrison St ",,5346594,,"Prekindergarten For All","3-4 hours",,,,,,,,,,,,,,,,,,,,,,,
3141,328,"CPS_Early_Childhood_Portal_scrape.csv"," Locke Charter School","3141 W. Jackson ",,2657232,,"Community Partnerships","8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,
3330,1018,"CPS_Early_Childhood_Portal_scrape.csv"," Tarkington","3330 W. 71st St. ",,5354700,,"Prekindergarten For All","3-4 hours",,,,,,,,,,,,,,,,,,,,,,,
3420,337,"CPS_Early_Childhood_Portal_scrape.csv"," A-Karrasel ? Logan Square","3420 W. Fullerton ",,7724333,,"Community Partnerships","8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,
3613,343,"CPS_Early_Childhood_Portal_scrape.csv"," Lava Inc. - Chatterbox Preschool","3613 West Devon ",,4782434,,"Community Partnerships","8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,
3630,344,"CPS_Early_Childhood_Portal_scrape.csv"," Easter Seals Near South","3630 S. Wells Rm. 105 ",,5483614,,"Community Partnerships","8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,
3630,500,"CPS_Early_Childhood_Portal_scrape.csv"," Easter Seals Society of Metropolitan Chicago - Near South Side","3630 S Wells Ave ",,5483614,,"Early Head Start","EXTENDED DAY",,,,,,,,,,,,,,,,,,,,,,,
3630,716,"CPS_Early_Childhood_Portal_scrape.csv"," Easter Seals Society of Metropolitan Chicago - Near South Side","3630 S Wells Ave ",,5483614,,"Head Start","HALF DAY/FULL DAY",,,,,,,,,,,,,,,,,,,,,,,
3801,118,"CPS_Early_Childhood_Portal_scrape.csv"," Ada S. McKinley Community Services - McKinley - St. Thomas","3801 S Wabash Ave ",,2850617,,"Child Care","EXTENDED DAY",,,,,,,,,,,,,,,,,,,,,,,
3801,348,"CPS_Early_Childhood_Portal_scrape.csv"," Ada S. McKinley St. Thomas CDC","3801 S. Wabash ",,2850617,,"Community Partnerships","8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,
3801,723,"CPS_Early_Childhood_Portal_scrape.csv"," Ada S. McKinley Community Services - McKinley - St. Thomas","3801 S Wabash Ave ",,2850617,,"Head Start","HALF DAY/FULL DAY",,,,,,,,,,,,,,,,,,,,,,,
3801,1273,"CPS_Early_Childhood_Portal_scrape.csv"," Ada S. McKinley Community Services - McKinley - St. Thomas","3801 S Wabash Ave ",,2850617,,"State Pre-Kindergarten","HALF DAY/FULL DAY",,,,,,,,,,,,,,,,,,,,,,,
3813,1034,"CPS_Early_Childhood_Portal_scrape.csv"," Attucks","3813 S. Dearborn ",,5351270,,"Prekindergarten For All","5-6 hours",,,,,,,,,,,,,,,,,,,,,,,
4000,120,"CPS_Early_Childhood_Portal_scrape.csv"," Easter Seals Society of Metropolitan Chicago - It Takes a Village","4000 W Division St ",,,,"Child Care","EXTENDED DAY",,,,,,,,,,,,,,,,,,,,,,,
4000,353,"CPS_Early_Childhood_Portal_scrape.csv"," It Takes a Village Child Care Services","4000 W. Division ",,2761730,,"Community Partnerships","8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,
4000,503,"CPS_Early_Childhood_Portal_scrape.csv"," Easter Seals Society of Metropolitan Chicago - It Takes a Village","4000 W Division St ",,,,"Early Head Start","EXTENDED DAY",,,,,,,,,,,,,,,,,,,,,,,
4000,728,"CPS_Early_Childhood_Portal_scrape.csv"," Easter Seals Society of Metropolitan Chicago - It Takes a Village","4000 W Division St ",,,,"Head Start","HALF DAY/FULL DAY",,,,,,,,,,,,,,,,,,,,,,,
4027,355,"CPS_Early_Childhood_Portal_scrape.csv"," Frazier Preparatory Academy","4027 W. Grenshaw ",,5358653,,"Community Partnerships","8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,
4217,359,"CPS_Early_Childhood_Portal_scrape.csv"," Legacy Charter School (at Mason School)","4217 W. 18th St. ",,5421640,,"Community Partnerships","8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,
4217,360,"CPS_Early_Childhood_Portal_scrape.csv"," Legacy Charter School (at Mason School)","4217 W. 18th St. ",,5421640,,"Community Partnerships","8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,
4217,731,"CPS_Early_Childhood_Portal_scrape.csv"," Mason","4217 W. 18Th St. ",,5341530,,"Head Start","3-4 hours",,,,,,,,,,,,,,,,,,,,,,,
4217,732,"CPS_Early_Childhood_Portal_scrape.csv"," Mason","4217 W. 18Th St. ",,5341530,,"Head Start","3-4 hours",,,,,,,,,,,,,,,,,,,,,,,
4217,904,"CPS_Early_Childhood_Portal_scrape.csv"," Mason","4217 W. 18Th St. ",,5341530,,"Head Start/Prekindergarten For","8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,
4217,905,"CPS_Early_Childhood_Portal_scrape.csv"," Mason","4217 W. 18Th St. ",,5341530,,"Head Start/Prekindergarten For","8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,
4312,504,"CPS_Early_Childhood_Portal_scrape.csv"," El Hogar del Nino/Cuidar - Maria Freeman","4312 S CALIFORNIA AVE ",,,,"Early Head Start","EXTENDED DAY",,,,,,,,,,,,,,,,,,,,,,,
4325,367,"CPS_Early_Childhood_Portal_scrape.csv"," Archdiocese of Chicago - Pope John Paul II","4325 S. Richmond Ave. ",,5236161,,"Community Partnerships","8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,
4350,369,"CPS_Early_Childhood_Portal_scrape.csv"," Fairyland Nursery School, Inc.","4350 N. Milwaukee ",,7251246,,"Community Partnerships","8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,
4421,744,"CPS_Early_Childhood_Portal_scrape.csv"," McCorkle","4421 S. State St. ",,5351793,,"Head Start","5-6 hours",,,,,,,,,,,,,,,,,,,,,,,
4444,748,"CPS_Early_Childhood_Portal_scrape.csv"," Woodson South","4444 S. Evans Ave ",,5351280,,"Head Start","5-6 hours",,,,,,,,,,,,,,,,,,,,,,,
4444,1055,"CPS_Early_Childhood_Portal_scrape.csv"," Woodson South","4444 S. Evans Ave ",,5351280,,"Prekindergarten For All","3-4 hours",,,,,,,,,,,,,,,,,,,,,,,
4747,1062,"CPS_Early_Childhood_Portal_scrape.csv"," Hamline","4747 S. Bishop ",,5354565,,"Prekindergarten For All","3-4 hours",,,,,,,,,,,,,,,,,,,,,,,
4827,382,"CPS_Early_Childhood_Portal_scrape.csv"," Archdiocese of Chicago - St. Thomas of Canterbury","4827 N. Kenmore ",,2810018,,"Community Partnerships","8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,
4835,1212,"CPS_Early_Childhood_Portal_scrape.csv"," Boys and Girls Clubs of Chicago - McCormick","4835 N Sheridan Rd ",,9890222,,"School Age","PART DAY/FULL DAY",,,,,,,,,,,,,,,,,,,,,,,
4865,764,"CPS_Early_Childhood_Portal_scrape.csv"," McCutcheon","4865 N. Sheridan Rd ",,5342680,,"Head Start","3-4 hours",,,,,,,,,,,,,,,,,,,,,,,
4865,906,"CPS_Early_Childhood_Portal_scrape.csv"," McCutcheon","4865 N. Sheridan Rd ",,5342680,,"Head Start/Prekindergarten For","8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,
4865,1545,"chapin_dfss_providers_2011_070212.csv","CHICAGO PUBLIC SCHOOLS MCCUTCHEON MAIN, JOHN T.","4846 N SHERIDAN ",60640,5342680,,,,,,,"CHICAGO PUBLIC SCHOOLS","UPTOWN",,,,,"Mrs. Carol Ann  Lang","Yes","No","No",,,,,,,,,,
4865,2039,"DFSS_AgencySiteLies_2012.csv","Chicago Public Schools McCutcheon Main, John T.","4846 N. Sheridan ",60640,5342680,,,,,,,"Chicago Public Schools",,,,,,,,,,,"www.cps.edu","Paula Cottone","Dr. Carol Ann Lang",,,,,,
4865,2651,"ECE Chicago Find a School scrape.csv"," McCutcheon","4846 N. Sheridan Rd ",60640,5342680,,,,,,"Uptown",,,,,,,,,,,,,"HS-HD",,,,,,,
5116,505,"CPS_Early_Childhood_Portal_scrape.csv"," YWCA of Metropolitan Chicago - Debra Phillips","5116 S Prairie AVE ",,,,"Early Head Start","EXTENDED DAY",,,,,,,,,,,,,,,,,,,,,,,
5144,392,"CPS_Early_Childhood_Portal_scrape.csv"," Kids Hope United - CDC","5144 N. Lakewood ",,3245612,,"Community Partnerships","8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,
525560609,210,"CPS_Early_Childhood_Portal_scrape.csv"," Beasley CPC","5165 S. State St ",,5351772,,"Child Parent Center","3-4 hours",,,,,,,,,,,,,,,,,,,,,,,
533860609,1075,"CPS_Early_Childhood_Portal_scrape.csv"," Libby","5300 S. Loomis ",,5359050,,"Prekindergarten For All","3-4 hours",,,,,,,,,,,,,,,,,,,,,,,
